,Season,Team,Avg FG3%,Avg FG%,Avg FT%,AvgTO,avgScore,avgBlk,avgDr,avgAst,avgPf,avgStl,avgOR,Home Win,Neutral Win,Away Win,Wins,Losses,Upsets,Games,AvgWinRank,AvgLossRank,AvgOffRating,AvgDefRating,AvgNetRating,Top 25 Wins,Top 10 Wins
2003_1261,2003,1261,38.35,48.68,64.77,13.87,73.23,4.16,24.52,16.39,16.35,8.0,10.61,16,3,2,21,10,5,31,133.57,41.8,108.18,92.55,15.63,3,1
2003_1263,2003,1263,35.99,47.85,65.5,17.86,70.96,5.61,26.32,15.68,17.14,7.21,10.93,8,1,3,12,16,3,28,257.92,154.5,100.82,100.2,0.63,0,0
2003_1264,2003,1264,34.86,45.06,78.64,14.21,76.17,3.9,23.31,13.86,21.93,9.17,11.31,7,4,12,23,6,1,29,185.48,125.0,106.51,94.15,12.36,0,0
2003_1265,2003,1265,36.89,40.9,77.82,13.45,71.34,3.55,23.72,13.86,16.83,6.86,10.97,6,2,5,13,16,4,29,220.0,123.0,100.81,104.11,-3.3,0,0
2003_1266,2003,1266,37.94,48.38,77.0,13.57,78.39,3.64,24.07,16.32,18.64,6.0,13.11,15,1,7,23,5,1,28,116.48,56.8,115.25,99.58,15.67,3,1
2003_1267,2003,1267,36.21,46.84,77.35,14.39,71.93,3.68,23.68,13.79,19.36,6.04,8.39,10,0,3,13,15,8,28,189.08,135.93,103.96,103.65,0.3,0,0
2003_1268,2003,1268,39.79,46.45,70.36,14.11,80.79,6.61,26.75,18.89,19.0,10.89,13.75,14,1,4,19,9,2,28,128.16,42.56,109.19,89.77,19.42,2,1
2003_1269,2003,1269,30.0,42.97,63.47,15.71,61.43,3.79,21.46,14.04,19.54,6.04,10.68,8,0,2,10,18,5,28,198.8,96.0,93.68,101.69,-8.0,0,0
2003_1270,2003,1270,36.17,43.67,68.32,16.93,68.52,4.07,23.26,12.78,21.44,7.26,12.26,8,0,5,13,14,3,27,235.69,142.86,99.64,100.14,-0.49,0,0
2003_1271,2003,1271,34.1,38.34,73.25,15.21,62.86,2.46,19.07,9.93,21.18,6.29,12.57,3,0,2,5,23,3,28,292.8,227.57,94.97,106.39,-11.42,0,0
2003_1272,2003,1272,34.88,43.79,65.36,13.79,74.52,5.07,25.97,16.62,18.76,7.38,14.07,14,2,7,23,6,3,29,131.35,72.33,105.49,93.4,12.09,3,1
2003_1273,2003,1273,37.83,47.15,69.37,16.61,78.07,4.25,26.0,16.39,17.18,6.61,13.96,10,1,11,22,6,1,28,243.77,119.83,108.42,101.72,6.7,0,0
2003_1274,2003,1274,33.33,42.53,71.74,16.54,69.86,4.25,23.14,14.04,19.96,9.71,13.21,9,0,2,11,17,5,28,173.27,74.41,98.22,97.42,0.79,0,0
2003_1275,2003,1275,32.26,41.91,69.28,11.59,58.37,1.78,20.04,11.0,18.63,5.89,9.04,8,0,4,12,15,6,27,159.08,109.8,100.08,101.12,-1.04,1,0
2003_1276,2003,1276,35.81,43.34,74.02,14.13,69.0,3.47,22.77,12.17,18.37,5.47,11.87,12,0,5,17,13,5,30,122.18,66.77,103.64,101.18,2.46,1,0
2003_1277,2003,1277,36.63,45.08,73.47,14.55,67.23,3.71,24.26,13.61,20.03,6.39,10.68,14,2,3,19,12,4,31,107.95,54.33,102.73,93.49,9.25,2,1
2003_1278,2003,1278,36.43,43.49,69.93,15.29,74.43,6.43,24.82,16.32,20.32,7.36,13.11,14,0,2,16,12,4,28,151.75,56.83,103.43,99.91,3.52,1,1
2003_1279,2003,1279,37.22,45.66,72.64,13.62,66.66,2.0,20.97,13.38,20.07,6.45,10.1,10,1,3,14,15,4,29,156.21,44.33,104.77,100.08,4.69,0,0
2003_1280,2003,1280,34.36,47.19,67.67,15.63,70.17,3.73,24.6,14.5,15.9,8.73,12.67,12,5,4,21,9,2,30,116.14,37.44,104.37,90.56,13.81,2,1
2003_1281,2003,1281,35.69,44.2,65.9,13.61,71.77,4.32,25.9,13.74,16.87,5.71,13.48,14,4,3,21,10,2,31,111.57,27.6,105.56,96.76,8.8,3,2
2003_1282,2003,1282,35.51,40.62,65.13,12.41,67.86,2.69,21.1,12.03,18.24,5.83,11.69,4,1,4,9,20,3,29,247.78,165.4,101.79,111.54,-9.75,0,0
2003_1283,2003,1283,35.71,43.66,66.77,13.48,66.59,3.69,22.38,10.1,20.14,7.31,12.59,9,1,7,17,12,1,29,210.18,91.92,101.42,93.26,8.16,0,0
2003_1284,2003,1284,33.4,42.73,68.49,14.93,66.0,2.71,25.07,14.32,16.96,7.89,8.25,6,0,9,15,13,1,28,259.07,162.08,95.12,96.85,-1.73,0,0
2003_1285,2003,1285,35.84,43.01,70.51,13.89,69.71,4.18,23.25,12.18,21.54,5.86,10.75,7,0,5,12,16,4,28,219.83,146.88,101.86,104.7,-2.84,1,0
2003_1286,2003,1286,35.44,43.17,71.46,14.08,63.0,1.8,21.56,12.76,16.2,5.36,8.64,5,1,3,9,16,6,25,223.44,152.94,97.81,102.16,-4.35,0,0
2003_1287,2003,1287,38.2,49.57,75.71,13.96,79.5,2.27,21.88,14.62,17.35,7.42,11.54,10,0,7,17,9,2,26,229.76,108.67,112.67,105.94,6.74,0,0
2003_1288,2003,1288,34.52,40.74,64.91,15.83,68.17,1.97,20.62,10.62,20.62,6.34,14.38,6,0,1,7,22,4,29,296.57,238.86,96.98,108.39,-11.41,0,0
2003_1289,2003,1289,27.99,39.22,63.23,17.58,60.25,3.08,21.88,9.42,18.17,6.54,11.25,3,0,1,4,20,4,24,317.25,215.65,86.54,107.49,-20.95,0,0
2003_1290,2003,1290,35.28,39.86,70.13,11.67,75.96,2.7,21.26,15.44,17.96,9.04,17.26,7,0,7,14,13,3,27,276.14,193.54,108.63,106.42,2.21,0,0
2003_1291,2003,1291,32.31,38.58,69.65,15.07,63.52,3.04,20.33,11.67,21.37,8.33,12.33,7,1,3,11,16,5,27,275.18,190.88,93.7,102.79,-9.1,0,0
2003_1292,2003,1292,36.27,46.05,68.06,16.14,68.32,2.36,24.68,11.79,20.39,5.36,10.46,7,3,4,14,14,2,28,197.64,115.64,101.05,101.16,-0.11,0,0
2003_1293,2003,1293,33.27,45.86,71.01,13.7,74.85,4.56,24.15,15.85,17.63,7.0,13.52,10,0,5,15,12,2,27,205.67,116.33,108.63,102.5,6.13,0,0
2003_1296,2003,1296,38.31,45.9,65.27,17.0,69.61,3.61,22.65,12.68,19.81,7.61,13.0,7,2,8,17,14,2,31,180.35,106.0,102.97,103.29,-0.33,0,0
2003_1298,2003,1298,32.97,41.19,65.51,17.23,59.81,2.54,21.69,12.35,19.88,7.04,10.65,6,0,1,7,19,4,26,251.43,181.42,90.1,100.65,-10.55,0,0
2003_1299,2003,1299,33.26,39.01,58.53,17.12,60.85,1.42,20.58,9.12,18.73,6.31,12.12,0,0,1,1,25,1,26,282.0,209.76,86.48,113.6,-27.12,0,0
2003_1301,2003,1301,35.41,45.62,77.04,14.2,72.4,3.07,22.03,14.67,18.67,7.77,9.73,13,2,3,18,12,4,30,128.94,54.75,107.2,101.03,6.18,2,1
2003_1304,2003,1304,27.42,39.87,64.72,14.38,63.41,3.21,26.03,11.21,18.34,6.28,12.21,9,2,0,11,18,5,29,172.27,50.5,91.77,98.5,-6.73,0,0
2003_1305,2003,1305,35.35,43.37,71.28,12.83,76.3,3.77,25.1,11.53,20.87,6.63,12.9,10,2,5,17,13,4,30,181.82,88.08,107.09,100.34,6.75,0,0
2003_1306,2003,1306,32.84,39.78,61.96,16.21,65.5,1.54,22.54,11.43,20.5,6.89,11.68,2,0,3,5,23,5,28,246.2,200.13,92.96,109.4,-16.44,0,0
2003_1307,2003,1307,36.04,41.57,73.74,11.96,69.59,2.63,21.37,11.67,18.26,5.7,10.41,9,0,0,9,18,4,27,185.67,77.44,104.03,110.9,-6.86,1,0
2003_1308,2003,1308,34.68,44.75,73.75,13.43,73.11,4.04,23.57,12.46,16.36,6.61,12.32,11,2,6,19,9,2,28,204.53,116.0,106.4,98.05,8.34,0,0
2003_1309,2003,1309,39.84,44.46,67.55,16.56,69.52,3.78,23.59,12.07,17.33,6.04,13.44,11,1,1,13,14,4,27,215.0,133.0,100.67,102.56,-1.89,0,0
2003_1310,2003,1310,32.88,46.32,68.52,14.59,74.59,3.24,22.9,14.24,17.52,7.59,13.59,8,2,7,17,12,3,29,197.53,133.67,107.64,107.53,0.11,0,0
2003_1311,2003,1311,33.73,38.15,66.51,17.85,53.41,0.81,20.33,9.67,19.11,5.56,10.22,1,0,1,2,25,1,27,249.0,189.8,83.3,108.45,-25.15,0,0
2003_1313,2003,1313,30.52,42.34,64.56,17.14,62.97,4.1,22.72,9.69,18.9,7.79,11.72,8,2,4,14,15,6,29,280.93,207.47,92.78,95.38,-2.6,0,0
2003_1314,2003,1314,34.72,42.8,66.23,15.0,71.16,4.69,23.06,15.31,17.25,8.16,11.88,11,3,3,17,15,5,32,103.24,56.07,100.04,99.35,0.69,3,1
2003_1317,2003,1317,33.18,42.06,71.03,17.31,69.04,3.73,23.88,12.81,22.12,6.23,12.04,1,1,3,5,21,4,26,145.8,127.52,94.74,108.93,-14.19,0,0
2003_1318,2003,1318,31.82,42.39,68.44,15.24,72.17,2.9,21.97,13.28,22.17,9.21,13.21,7,3,4,14,15,6,29,231.36,168.0,99.35,100.5,-1.16,0,0
2003_1319,2003,1319,38.69,45.49,64.05,16.58,71.69,2.96,24.92,14.96,19.81,5.08,10.46,8,1,4,13,13,5,26,225.62,166.46,100.08,99.94,0.14,0,0
2003_1320,2003,1320,37.63,44.76,67.9,13.26,65.15,1.74,22.85,13.93,16.52,4.96,8.11,7,0,3,10,17,7,27,209.1,130.18,101.1,105.86,-4.76,0,0
2003_1321,2003,1321,31.54,42.89,69.75,12.86,62.62,2.79,20.17,14.79,17.69,6.9,9.55,10,1,1,12,17,4,29,199.17,60.71,100.88,105.61,-4.74,0,0
2003_1322,2003,1322,27.03,39.33,63.07,18.63,62.3,3.89,22.44,10.85,21.81,7.96,13.93,3,0,3,6,21,4,27,277.0,178.71,86.4,97.49,-11.09,0,0
2003_1323,2003,1323,38.07,44.87,75.99,12.77,80.1,5.65,26.87,16.9,16.23,7.45,11.39,14,4,4,22,9,3,31,114.09,36.33,109.77,98.57,11.2,3,3
2003_1324,2003,1324,33.53,45.32,69.03,14.0,77.38,3.27,23.58,13.73,18.54,7.58,12.58,10,1,4,15,11,3,26,257.4,152.73,107.21,103.22,3.99,0,0
2003_1325,2003,1325,36.26,45.47,68.14,15.23,71.3,2.53,23.37,14.2,19.07,6.3,10.13,8,1,5,14,16,4,30,176.64,106.69,102.24,108.39,-6.15,0,0
2003_1326,2003,1326,34.24,41.05,70.94,13.87,64.42,1.94,23.0,11.61,18.26,5.23,11.58,11,3,3,17,14,5,31,136.41,36.93,97.92,98.24,-0.32,1,0
2003_1328,2003,1328,39.37,44.69,70.79,11.8,71.17,3.77,24.97,14.17,18.6,6.93,12.13,15,4,5,24,6,0,30,96.88,18.17,108.85,91.93,16.93,3,1
2003_1329,2003,1329,37.5,44.49,65.12,14.66,68.72,5.59,24.07,12.24,20.14,8.79,12.38,13,2,5,20,9,4,29,109.4,36.89,100.39,91.21,9.18,4,2
2003_1330,2003,1330,31.92,40.22,70.24,13.3,66.63,2.78,23.85,14.22,18.33,8.26,13.96,8,0,4,12,15,5,27,207.67,135.2,99.81,95.15,4.67,0,0
2003_1331,2003,1331,36.98,44.13,74.59,14.41,76.19,4.56,25.37,15.37,19.7,5.3,12.0,11,1,5,17,10,5,27,231.88,176.9,107.83,100.03,7.8,0,0
2003_1332,2003,1332,39.13,46.12,77.61,15.22,82.22,2.78,24.5,17.47,20.94,8.03,11.38,14,4,5,23,9,4,32,156.13,47.11,108.61,98.39,10.21,2,1
2003_1333,2003,1333,29.9,41.7,68.41,13.59,67.48,3.52,24.7,13.37,16.56,5.3,11.26,6,0,6,12,15,3,27,201.25,70.53,96.31,99.77,-3.46,0,0
2003_1334,2003,1334,32.53,41.41,70.93,13.5,65.93,2.71,23.25,11.79,19.71,5.79,11.18,9,0,3,12,16,4,28,205.25,158.06,98.41,99.82,-1.41,0,0
2003_1335,2003,1335,41.19,46.59,70.22,13.0,70.19,2.15,24.19,14.85,17.78,7.19,9.33,11,2,9,22,5,0,27,200.14,74.0,109.64,92.07,17.57,0,0
2003_1336,2003,1336,32.82,40.09,73.56,15.89,63.07,3.82,20.25,11.43,20.39,5.89,11.54,7,0,0,7,21,2,28,191.71,68.38,92.21,107.38,-15.17,1,0
2003_1337,2003,1337,38.73,46.26,72.39,13.0,78.39,3.11,22.64,13.5,18.57,6.82,10.86,6,3,6,15,13,3,28,201.4,100.23,107.82,107.73,0.09,0,0
2003_1338,2003,1338,35.83,50.22,63.6,15.1,74.6,4.1,25.37,17.77,17.97,8.07,11.3,16,3,7,26,4,0,30,126.19,17.5,109.46,86.74,22.71,2,1
2003_1339,2003,1339,33.45,40.91,72.98,14.22,67.63,2.52,19.56,13.78,21.78,7.26,8.26,5,0,5,10,17,7,27,214.1,122.47,96.25,103.04,-6.79,0,0
2003_1340,2003,1340,32.77,39.5,67.13,18.04,57.04,2.68,22.36,9.96,20.2,5.12,10.0,4,0,0,4,21,4,25,215.5,155.71,85.48,98.64,-13.16,0,0
2003_1341,2003,1341,31.51,43.8,69.84,14.66,70.41,1.52,26.55,11.86,19.66,6.62,10.76,10,0,7,17,12,0,29,281.0,147.0,98.91,99.45,-0.54,0,0
2003_1343,2003,1343,34.19,46.38,68.71,11.81,65.23,1.69,20.31,14.58,17.92,7.27,8.35,6,2,7,15,11,2,26,230.93,118.18,106.99,102.71,4.28,0,0
2003_1344,2003,1344,33.92,43.17,78.62,14.31,72.07,5.72,22.62,14.83,17.38,8.72,12.14,12,1,3,16,13,3,29,107.75,78.77,104.22,98.75,5.47,0,0
2003_1345,2003,1345,32.95,43.66,75.07,13.82,71.75,2.93,23.46,12.25,19.82,7.18,10.39,14,1,3,18,10,3,28,102.28,53.8,102.4,93.56,8.83,3,0
2003_1346,2003,1346,35.44,45.15,68.28,15.5,74.32,2.54,23.14,16.68,21.39,7.64,11.79,7,2,7,16,12,1,28,257.31,171.5,102.91,101.0,1.91,0,0
2003_1347,2003,1347,33.04,37.0,67.14,14.33,63.1,3.3,23.2,9.27,19.53,5.53,11.97,6,0,4,10,20,9,30,243.3,206.6,90.29,104.82,-14.53,0,0
2003_1348,2003,1348,30.54,39.91,66.86,13.72,70.66,2.41,23.0,13.24,20.28,8.24,15.38,11,1,6,18,11,2,29,181.5,79.09,99.08,98.45,0.63,0,0
2003_1349,2003,1349,38.76,46.08,74.57,16.52,72.85,3.22,23.52,15.3,20.48,8.07,10.78,11,0,6,17,10,3,27,201.65,74.9,103.08,99.6,3.49,0,0
2003_1350,2003,1350,34.13,41.65,70.19,12.25,65.71,3.96,22.29,13.04,18.25,6.61,11.14,10,0,5,15,13,5,28,163.73,90.92,100.84,95.91,4.93,2,0
2003_1351,2003,1351,30.17,41.79,73.36,13.39,66.96,3.46,22.82,13.21,18.0,7.25,10.96,8,0,4,12,16,7,28,196.75,156.19,99.43,101.81,-2.37,0,0
2003_1352,2003,1352,37.55,46.86,71.76,13.54,70.92,2.12,21.04,11.62,18.42,5.38,9.5,5,0,4,9,17,5,26,270.44,205.35,106.72,111.49,-4.77,0,0
2003_1353,2003,1353,33.27,39.51,65.69,13.64,67.64,5.25,22.36,12.5,20.96,9.21,13.89,10,0,2,12,16,5,28,162.33,59.94,96.49,97.72,-1.24,2,1
2003_1354,2003,1354,33.41,45.62,69.9,19.47,72.8,2.9,24.27,10.27,20.73,8.0,12.97,8,3,9,20,10,0,30,268.15,181.7,99.85,97.96,1.89,0,0
2003_1356,2003,1356,38.53,47.29,70.62,12.5,74.53,3.2,22.47,13.57,19.33,7.97,10.83,14,2,8,24,6,1,30,174.17,77.33,108.58,100.01,8.57,1,0
2003_1357,2003,1357,33.79,41.46,70.73,15.39,68.93,2.21,20.46,13.64,19.82,8.93,12.96,4,0,3,7,21,5,28,272.0,187.14,95.52,106.66,-11.14,0,0
2003_1358,2003,1358,35.86,45.52,71.02,15.7,71.78,5.59,25.96,15.59,19.59,7.81,10.78,14,0,7,21,6,0,27,225.57,168.0,103.6,93.39,10.21,0,0
2003_1359,2003,1359,36.99,46.9,72.58,14.93,63.07,1.48,23.41,15.81,17.63,4.67,6.07,8,0,4,12,15,1,27,257.5,125.8,101.42,103.89,-2.47,0,0
2003_1360,2003,1360,38.42,47.1,65.81,18.18,74.68,3.43,26.36,16.39,20.14,5.39,11.54,8,0,9,17,11,1,28,175.24,94.27,102.85,98.31,4.54,0,0
2003_1361,2003,1361,35.24,46.29,68.07,14.89,71.96,2.7,21.56,14.22,20.22,6.44,12.96,9,0,5,14,13,5,27,164.86,68.92,106.09,104.63,1.46,1,0
2003_1362,2003,1362,37.92,46.24,71.46,13.43,69.46,1.71,21.25,13.93,19.64,5.39,10.61,8,1,5,14,14,1,28,197.14,97.86,106.28,105.29,0.98,1,0
2003_1363,2003,1363,31.94,41.59,62.8,13.69,64.35,0.96,18.69,12.69,21.19,6.81,12.46,3,0,2,5,21,4,26,148.2,160.57,94.29,107.06,-12.77,0,0
2003_1364,2003,1364,37.81,44.28,74.01,12.39,64.65,0.97,21.71,12.81,18.1,5.81,9.06,10,2,6,18,13,4,31,206.11,147.69,105.25,97.14,8.12,0,0
2003_1365,2003,1365,34.9,41.84,67.98,15.15,64.22,1.85,24.07,11.96,19.3,5.52,11.81,7,0,5,12,15,7,27,189.5,148.0,97.12,103.9,-6.78,0,0
2003_1366,2003,1366,26.83,37.24,60.08,19.48,61.63,3.26,21.93,9.96,25.74,9.37,15.33,2,0,1,3,24,2,27,319.0,207.5,81.65,103.06,-21.42,0,0
2003_1368,2003,1368,29.67,39.71,67.57,13.68,64.16,1.32,20.2,12.0,21.2,8.04,11.04,6,0,3,9,16,5,25,243.78,152.94,94.61,101.72,-7.11,0,0
2003_1369,2003,1369,40.45,45.47,72.89,13.46,70.68,2.0,21.86,17.54,17.61,5.29,9.71,5,1,3,9,19,4,28,213.22,159.95,103.21,110.72,-7.5,0,0
2003_1371,2003,1371,31.85,43.19,69.14,14.83,67.9,3.28,23.79,13.31,19.45,7.41,12.38,13,1,3,17,12,2,29,142.47,32.33,98.56,95.81,2.75,2,1
2003_1372,2003,1372,37.57,47.42,71.84,13.33,70.44,2.15,20.67,12.3,19.07,8.74,10.33,13,0,6,19,8,1,27,240.11,154.38,106.99,97.25,9.74,0,0
2003_1373,2003,1373,35.71,43.28,72.09,16.0,75.24,3.28,24.97,14.14,20.79,7.1,14.62,9,2,8,19,10,3,29,198.95,135.1,104.6,99.13,5.47,0,0
2003_1374,2003,1374,30.87,43.38,71.06,15.8,72.83,4.97,24.3,12.9,18.7,7.8,12.97,10,2,5,17,13,7,30,184.76,98.23,101.03,100.82,0.21,0,0
2003_1375,2003,1375,35.79,43.39,69.28,12.77,70.35,1.08,19.81,12.46,18.5,8.35,10.77,8,1,3,12,14,3,26,195.17,112.79,103.05,104.88,-1.83,0,0
2003_1376,2003,1376,29.57,42.15,68.28,13.32,65.68,3.29,21.54,13.86,17.39,8.36,10.96,11,0,1,12,16,2,28,137.0,39.44,96.88,99.78,-2.9,0,0
2003_1378,2003,1378,33.6,42.84,63.77,15.14,67.93,4.61,25.25,15.61,18.54,8.54,12.71,12,1,1,14,14,7,28,136.71,104.5,97.98,97.85,0.13,0,0
2003_1379,2003,1379,28.47,41.13,68.7,15.41,66.86,3.41,24.83,13.14,18.97,6.34,12.93,11,2,0,13,16,7,29,145.0,114.81,94.82,99.95,-5.14,0,0
2003_1380,2003,1380,28.92,40.93,62.71,15.59,67.22,4.19,23.85,13.07,18.56,6.7,14.22,6,0,1,7,20,6,27,301.14,247.2,93.47,100.45,-6.98,0,0
2003_1381,2003,1381,38.21,46.49,71.69,15.0,66.88,3.0,21.0,13.15,20.38,7.42,8.46,6,1,2,9,17,5,26,255.67,171.24,101.21,110.63,-9.42,0,0
2003_1382,2003,1382,37.17,42.47,75.93,12.41,79.48,2.33,21.63,15.44,19.96,8.15,12.85,7,2,4,13,14,4,27,181.46,73.64,107.67,106.22,1.45,0,0
2003_1383,2003,1383,35.68,45.96,69.32,17.7,76.03,3.83,21.6,15.53,22.1,8.97,12.17,9,3,2,14,16,5,30,238.57,209.88,102.76,103.7,-0.94,0,0
2003_1384,2003,1384,35.91,43.51,67.86,15.54,68.29,2.32,22.21,13.46,17.71,7.5,10.0,9,0,5,14,14,2,28,265.64,183.86,96.16,98.91,-2.75,0,0
2003_1385,2003,1385,31.76,40.56,66.46,12.9,71.38,4.41,21.03,11.83,19.86,9.66,16.79,10,0,6,16,13,4,29,145.94,54.46,103.17,99.93,3.25,2,0
2003_1386,2003,1386,36.75,44.55,68.28,12.93,70.62,5.55,24.14,14.0,18.76,7.21,11.17,11,4,8,23,6,0,29,143.65,83.5,107.05,89.39,17.65,0,0
2003_1387,2003,1387,34.17,43.47,66.27,11.07,61.0,2.55,21.38,12.31,18.1,6.07,8.66,11,2,3,16,13,5,29,110.75,85.0,100.16,99.11,1.05,2,0
2003_1388,2003,1388,37.23,44.81,70.98,16.9,66.31,3.34,23.83,11.41,21.97,6.38,9.59,8,3,3,14,15,4,29,202.79,99.2,97.87,95.72,2.15,0,0
2003_1389,2003,1389,33.79,41.98,70.96,14.93,73.52,3.83,21.41,12.83,22.1,8.1,14.31,6,1,3,10,19,5,29,220.4,142.47,100.07,106.32,-6.25,0,0
2003_1390,2003,1390,35.77,44.19,67.55,14.32,72.26,3.35,25.13,14.65,18.52,5.52,13.74,14,2,7,23,8,3,31,101.04,89.0,105.37,97.08,8.29,3,1
2003_1391,2003,1391,31.02,39.65,74.67,14.65,71.38,1.88,18.85,11.5,18.77,10.85,14.62,4,1,1,6,20,2,26,280.0,166.35,97.03,109.86,-12.83,0,0
2003_1392,2003,1392,33.53,43.48,68.65,15.73,64.27,2.15,21.19,12.38,17.15,6.81,11.15,8,0,3,11,15,6,26,254.09,169.2,96.47,101.0,-4.53,0,0
2003_1393,2003,1393,33.04,47.01,69.34,13.62,80.1,7.28,26.9,14.97,16.59,8.31,14.31,17,1,6,24,5,1,29,120.25,43.8,109.8,96.78,13.02,4,1
2003_1394,2003,1394,31.53,44.75,73.34,17.04,75.08,2.19,23.19,13.19,19.35,7.69,12.46,6,1,4,11,15,2,26,284.82,152.0,99.57,104.98,-5.41,0,0
2003_1395,2003,1395,32.3,42.53,68.13,15.43,76.64,2.11,25.21,14.39,21.0,6.93,13.11,7,0,2,9,19,5,28,185.0,97.05,101.32,107.55,-6.23,0,0
2003_1396,2003,1396,33.15,40.72,66.88,10.03,66.73,3.53,21.3,10.43,16.47,9.17,12.77,8,2,5,15,15,5,30,146.47,61.87,104.03,104.84,-0.8,1,0
2003_1397,2003,1397,37.15,45.65,72.78,15.07,68.57,3.29,24.46,15.75,17.64,5.93,11.11,11,1,5,17,11,4,28,136.88,37.55,104.32,100.25,4.07,3,1
2003_1398,2003,1398,32.64,42.36,66.67,17.08,72.2,3.84,21.12,13.2,22.0,8.44,10.8,0,0,1,1,24,0,25,327.0,181.33,93.1,118.61,-25.52,0,0
2003_1399,2003,1399,36.7,47.76,72.15,17.69,73.59,3.48,24.69,15.72,20.21,6.93,11.76,10,2,5,17,12,1,29,216.41,102.92,104.13,99.11,5.02,0,0
2003_1400,2003,1400,34.89,44.85,71.47,13.43,78.86,3.86,26.14,14.5,20.36,6.39,16.18,14,3,5,22,6,2,28,96.82,23.0,111.02,97.56,13.46,5,3
2003_1401,2003,1401,36.28,42.71,69.05,14.89,71.96,2.11,25.86,15.96,19.75,6.07,10.71,10,2,2,14,14,4,28,145.36,68.07,98.52,100.5,-1.99,1,0
2003_1402,2003,1402,35.49,44.4,70.68,16.56,71.56,3.37,22.37,14.26,20.07,9.3,11.15,11,0,4,15,12,5,27,229.0,177.83,102.58,98.99,3.6,0,0
2003_1403,2003,1403,32.17,46.71,66.06,11.0,73.53,2.5,22.9,16.33,16.53,8.6,11.7,10,2,6,18,12,3,30,125.06,36.25,105.19,97.53,7.66,2,1
2003_1404,2003,1404,33.21,45.67,67.68,15.38,74.17,2.71,21.71,15.71,20.42,8.46,10.29,5,0,5,10,14,3,24,230.9,129.43,101.38,107.09,-5.72,0,0
2003_1405,2003,1405,38.75,44.98,66.42,16.07,70.14,2.9,21.41,13.17,20.21,7.31,11.03,8,1,4,13,16,8,29,154.08,133.44,102.25,102.57,-0.32,0,0
2003_1406,2003,1406,33.71,41.97,70.88,20.43,56.82,4.89,22.96,13.39,16.5,5.79,9.64,3,0,1,4,24,2,28,294.5,176.46,83.97,106.2,-22.23,0,0
2003_1407,2003,1407,33.41,43.21,68.77,13.73,79.37,5.2,24.7,15.07,16.6,9.53,15.07,9,4,12,25,5,0,30,229.88,98.8,108.26,96.78,11.48,0,0
2003_1408,2003,1408,36.38,46.74,66.54,14.43,71.03,3.23,23.37,15.8,17.2,7.63,11.63,12,1,2,15,15,4,30,197.2,77.87,104.18,99.63,4.55,0,0
2003_1409,2003,1409,36.27,46.27,72.71,14.32,73.52,5.0,25.81,14.77,17.32,7.58,11.16,14,2,6,22,9,0,31,161.55,123.11,105.81,93.78,12.03,0,0
2003_1410,2003,1410,29.84,39.29,59.38,14.96,61.0,1.08,22.19,12.12,19.46,6.73,12.96,4,0,2,6,20,2,26,303.67,187.3,90.0,102.58,-12.58,0,0
2003_1411,2003,1411,32.07,44.75,62.0,15.23,72.8,2.23,24.8,14.2,18.3,6.43,13.17,11,3,4,18,12,2,30,266.72,222.83,102.9,99.11,3.79,0,0
2003_1412,2003,1412,32.43,44.32,67.2,14.53,77.0,2.7,22.07,14.9,21.17,11.8,12.53,10,5,3,18,12,3,30,174.06,65.58,101.65,95.88,5.76,1,1
2003_1414,2003,1414,37.53,44.47,73.21,14.46,69.21,2.64,22.57,11.86,19.57,7.07,11.36,10,1,8,19,9,2,28,223.21,125.56,103.23,98.4,4.83,0,0
2003_1415,2003,1415,34.99,42.53,72.77,16.91,65.35,1.43,20.61,12.04,21.3,5.65,10.7,3,0,2,5,18,3,23,237.2,155.0,96.17,108.19,-12.02,0,0
2003_1416,2003,1416,35.71,45.16,73.43,15.42,71.74,3.06,24.03,14.1,18.77,8.13,12.23,8,3,9,20,11,4,31,220.2,158.27,104.48,95.65,8.83,0,0
2003_1417,2003,1417,36.97,45.95,69.72,16.14,75.21,3.24,24.86,14.62,19.0,5.59,11.79,5,1,4,10,19,3,29,162.7,59.42,101.19,106.3,-5.11,1,1
2003_1418,2003,1418,32.37,46.73,65.97,15.43,76.04,3.93,22.96,14.82,18.79,7.96,12.89,9,2,8,19,9,1,28,176.26,123.44,106.1,97.58,8.52,1,0
2003_1419,2003,1419,28.37,41.77,61.19,16.81,71.41,3.3,22.26,12.78,22.22,9.0,15.37,6,0,5,11,16,8,27,237.0,178.69,94.84,101.16,-6.32,0,0
2003_1420,2003,1420,28.03,43.12,67.05,16.19,63.07,2.74,23.0,13.3,18.93,7.37,12.0,4,2,1,7,20,5,27,259.71,202.3,93.59,103.32,-9.73,0,0
2003_1421,2003,1421,36.02,42.93,76.28,16.21,71.21,3.0,23.17,13.03,19.1,7.07,12.28,10,1,2,13,16,1,29,260.54,140.75,101.1,110.89,-9.79,0,0
2003_1422,2003,1422,35.4,44.05,72.0,16.21,69.96,3.61,22.75,13.79,19.96,6.96,11.5,5,0,1,6,22,5,28,203.5,169.77,98.09,105.19,-7.1,0,0
2003_1423,2003,1423,36.78,46.16,68.86,11.47,71.37,1.9,23.13,14.67,18.43,9.2,9.97,11,3,10,24,6,0,30,196.71,108.33,107.46,89.72,17.73,0,0
