,avgOR,AvgOffRating,avgStl,Avg FT%,avgAst,Neutral Win,AvgDefRating,Season,avgPf,Away Win,Avg FG%,Top 10 Wins,AvgWinRank,avgBlk,Avg FG3%,Wins,Losses,AvgLossRank,avgDr,Games,Team,Top 25 Wins,avgScore,Upsets,AvgNetRating,Home Win,AvgTO,Conference
2003_1254,14.82,99.39,6.57,67.53,14.32,0,106.0,2003,20.93,6,43.76,0,252.78,2.18,30.84,9,19,192.26,25.79,28,1254,0,75.07,4,-6.6,3,17.29,nec
2003_1256,12.48,97.94,5.4,69.49,11.16,0,105.35,2003,20.24,3,42.2,0,180.2,3.2,33.8,10,15,107.73,24.0,25,1256,0,68.08,5,-7.41,7,14.08,wac
2003_1257,13.2,112.31,7.2,69.59,16.6,0,93.6,2003,22.67,8,45.97,2,106.29,4.73,36.04,24,6,35.67,25.1,30,1257,2,81.83,2,18.71,16,13.37,cusa
2003_1258,11.97,97.02,7.83,70.92,14.37,3,103.11,2003,22.3,1,42.77,0,210.91,4.1,30.63,11,19,129.63,21.8,30,1258,0,70.37,6,-6.09,7,16.07,wcc
2003_1259,10.0,88.23,5.54,68.59,9.54,0,107.66,2003,18.29,1,39.43,0,261.5,2.64,31.78,4,24,167.71,22.07,28,1259,0,59.04,3,-19.43,3,17.46,maac
2003_1260,14.74,103.53,7.26,72.7,11.84,0,103.84,2003,20.74,5,42.02,0,218.67,4.0,30.69,15,16,98.63,23.58,31,1260,0,74.48,3,-0.32,10,14.0,horizon
2003_1261,10.61,108.18,8.0,64.77,16.39,3,92.55,2003,16.35,2,48.68,1,133.57,4.16,38.35,21,10,41.8,24.52,31,1261,3,73.23,5,15.63,16,13.87,sec
2003_1263,10.93,100.82,7.21,65.5,15.68,1,100.2,2003,17.14,3,47.85,0,257.92,5.61,35.99,12,16,154.5,26.32,28,1263,0,70.96,3,0.63,8,17.86,aec
2003_1264,11.31,106.51,9.17,78.64,13.86,4,94.15,2003,21.93,12,45.06,0,185.48,3.9,34.86,23,6,125.0,23.31,29,1264,0,76.17,1,12.36,7,14.21,maac
2003_1265,10.97,100.81,6.86,77.82,13.86,2,104.11,2003,16.83,5,40.9,0,220.0,3.55,36.89,13,16,123.0,23.72,29,1265,0,71.34,4,-3.3,6,13.45,maac
2003_1266,13.11,115.25,6.0,77.0,16.32,1,99.58,2003,18.64,7,48.38,1,116.48,3.64,37.94,23,5,56.8,24.07,28,1266,3,78.39,1,15.67,15,13.57,cusa
2003_1267,8.39,103.96,6.04,77.35,13.79,0,103.65,2003,19.36,3,46.84,0,189.08,3.68,36.21,13,15,135.93,23.68,28,1267,0,71.93,8,0.3,10,14.39,mac
2003_1268,13.75,109.19,10.89,70.36,18.89,1,89.77,2003,19.0,4,46.45,1,128.16,6.61,39.79,19,9,42.56,26.75,28,1268,2,80.79,2,19.42,14,14.11,acc
2003_1269,10.68,93.68,6.04,63.47,14.04,0,101.69,2003,19.54,2,42.97,0,198.8,3.79,30.0,10,18,96.0,21.46,28,1269,0,61.43,5,-8.0,8,15.71,a_ten
2003_1270,12.26,99.64,7.26,68.32,12.78,0,100.14,2003,21.44,5,43.67,0,235.69,4.07,36.17,13,14,142.86,23.26,27,1270,0,68.52,3,-0.49,8,16.93,southland
2003_1271,12.57,94.97,6.29,73.25,9.93,0,106.39,2003,21.18,2,38.34,0,292.8,2.46,34.1,5,23,227.57,19.07,28,1271,0,62.86,3,-11.42,3,15.21,meac
2003_1272,14.07,105.49,7.38,65.36,16.62,2,93.4,2003,18.76,7,43.79,1,131.35,5.07,34.88,23,6,72.33,25.97,29,1272,3,74.52,3,12.09,14,13.79,cusa
2003_1273,13.96,108.42,6.61,69.37,16.39,1,101.72,2003,17.18,11,47.15,0,243.77,4.25,37.83,22,6,119.83,26.0,28,1273,0,78.07,1,6.7,10,16.61,a_sun
2003_1274,13.21,98.22,9.71,71.74,14.04,0,97.42,2003,19.96,2,42.53,0,173.27,4.25,33.33,11,17,74.41,23.14,28,1274,0,69.86,5,0.79,9,16.54,big_east
2003_1275,9.04,100.08,5.89,69.28,11.0,0,101.12,2003,18.63,4,41.91,0,159.08,1.78,32.26,12,15,109.8,20.04,27,1275,1,58.37,6,-1.04,8,11.59,mac
2003_1276,11.87,103.64,5.47,74.02,12.17,0,101.18,2003,18.37,5,43.34,0,122.18,3.47,35.81,17,13,66.77,22.77,30,1276,1,69.0,5,2.46,12,14.13,big_ten
2003_1277,10.68,102.73,6.39,73.47,13.61,2,93.49,2003,20.03,3,45.08,1,107.95,3.71,36.63,19,12,54.33,24.26,31,1277,2,67.23,4,9.25,14,14.55,big_ten
2003_1278,13.11,103.43,7.36,69.93,16.32,0,99.91,2003,20.32,2,43.49,1,151.75,6.43,36.43,16,12,56.83,24.82,28,1278,1,74.43,4,3.52,14,15.29,big_ten
2003_1279,10.1,104.77,6.45,72.64,13.38,1,100.08,2003,20.07,3,45.66,0,156.21,2.0,37.22,14,15,44.33,20.97,29,1279,0,66.66,4,4.69,10,13.62,sec
2003_1280,12.67,104.37,8.73,67.67,14.5,5,90.56,2003,15.9,4,47.19,1,116.14,3.73,34.36,21,9,37.44,24.6,30,1280,2,70.17,2,13.81,12,15.63,sec
2003_1281,13.48,105.56,5.71,65.9,13.74,4,96.76,2003,16.87,3,44.2,2,111.57,4.32,35.69,21,10,27.6,25.9,31,1281,3,71.77,2,8.8,14,13.61,big_twelve
2003_1282,11.69,101.79,5.83,65.13,12.03,1,111.54,2003,18.24,4,40.62,0,247.78,2.69,35.51,9,20,165.4,21.1,29,1282,0,67.86,3,-9.75,4,12.41,mid_cont
2003_1283,12.59,101.42,7.31,66.77,10.1,1,93.26,2003,20.14,7,43.66,0,210.18,3.69,35.71,17,12,91.92,22.38,29,1283,0,66.59,1,8.16,9,13.48,mvc
2003_1284,8.25,95.12,7.89,68.49,14.32,0,96.85,2003,16.96,9,42.73,0,259.07,2.71,33.4,15,13,162.08,25.07,28,1284,0,66.0,1,-1.73,6,14.93,nec
2003_1285,10.75,101.86,5.86,70.51,12.18,0,104.7,2003,21.54,5,43.01,0,219.83,4.18,35.84,12,16,146.88,23.25,28,1285,1,69.71,4,-2.84,7,13.89,big_sky
2003_1286,8.64,97.81,5.36,71.46,12.76,1,102.16,2003,16.2,3,43.17,0,223.44,1.8,35.44,9,16,152.94,21.56,25,1286,0,63.0,6,-4.35,5,14.08,big_sky
2003_1287,11.54,112.67,7.42,75.71,14.62,0,105.94,2003,17.35,7,49.57,0,229.76,2.27,38.2,17,9,108.67,21.88,26,1287,0,79.5,2,6.74,10,13.96,ovc
2003_1288,14.38,96.98,6.34,64.91,10.62,0,108.39,2003,20.62,1,40.74,0,296.57,1.97,34.52,7,22,238.86,20.62,29,1288,0,68.17,4,-11.41,6,15.83,meac
2003_1289,11.25,86.54,6.54,63.23,9.42,0,107.49,2003,18.17,1,39.22,0,317.25,3.08,27.99,4,20,215.65,21.88,24,1289,0,60.25,4,-20.95,3,17.58,ind
2003_1290,17.26,108.63,9.04,70.13,15.44,0,106.42,2003,17.96,7,39.86,0,276.14,2.7,35.28,14,13,193.54,21.26,27,1290,0,75.96,3,2.21,7,11.67,swac
2003_1291,12.33,93.7,8.33,69.65,11.67,1,102.79,2003,21.37,3,38.58,0,275.18,3.04,32.31,11,16,190.88,20.33,27,1291,0,63.52,5,-9.1,7,15.07,nec
2003_1292,10.46,101.05,5.36,68.06,11.79,3,101.16,2003,20.39,4,46.05,0,197.64,2.36,36.27,14,14,115.64,24.68,28,1292,0,68.32,2,-0.11,7,16.14,sun_belt
2003_1293,13.52,108.63,7.0,71.01,15.85,0,102.5,2003,17.63,5,45.86,0,205.67,4.56,33.27,15,12,116.33,24.15,27,1293,0,74.85,2,6.13,10,13.7,ovc
2003_1296,13.0,102.97,7.61,65.27,12.68,2,103.29,2003,19.81,8,45.9,0,180.35,3.61,38.31,17,14,106.0,22.65,31,1296,0,69.61,2,-0.33,7,17.0,mac
2003_1298,10.65,90.1,7.04,65.51,12.35,0,100.65,2003,19.88,1,41.19,0,251.43,2.54,32.97,7,19,181.42,21.69,26,1298,0,59.81,4,-10.55,6,17.23,patriot
2003_1299,12.12,86.48,6.31,58.53,9.12,0,113.6,2003,18.73,1,39.01,0,282.0,1.42,33.26,1,25,209.76,20.58,26,1299,0,60.85,1,-27.12,0,17.12,meac
2003_1301,9.73,107.2,7.77,77.04,14.67,2,101.03,2003,18.67,3,45.62,1,128.94,3.07,35.41,18,12,54.75,22.03,30,1301,2,72.4,4,6.18,13,14.2,acc
2003_1304,12.21,91.77,6.28,64.72,11.21,2,98.5,2003,18.34,0,39.87,0,172.27,3.21,27.42,11,18,50.5,26.03,29,1304,0,63.41,5,-6.73,9,14.38,big_twelve
2003_1305,12.9,107.09,6.63,71.28,11.53,2,100.34,2003,20.87,5,43.37,0,181.82,3.77,35.35,17,13,88.08,25.1,30,1305,0,76.3,4,6.75,10,12.83,wac
2003_1306,11.68,92.96,6.89,61.96,11.43,0,109.4,2003,20.5,3,39.78,0,246.2,1.54,32.84,5,23,200.13,22.54,28,1306,0,65.5,5,-16.44,2,16.21,aec
2003_1307,10.41,104.03,5.7,73.74,11.67,0,110.9,2003,18.26,0,41.57,0,185.67,2.63,36.04,9,18,77.44,21.37,27,1307,1,69.59,4,-6.86,9,11.96,mwc
2003_1308,12.32,106.4,6.61,73.75,12.46,2,98.05,2003,16.36,6,44.75,0,204.53,4.04,34.68,19,9,116.0,23.57,28,1308,0,73.11,2,8.34,11,13.43,sun_belt
2003_1309,13.44,100.67,6.04,67.55,12.07,1,102.56,2003,17.33,1,44.46,0,215.0,3.78,39.84,13,14,133.0,23.59,27,1309,0,69.52,4,-1.89,11,16.56,sun_belt
2003_1310,13.59,107.64,7.59,68.52,14.24,2,107.53,2003,17.52,7,46.32,0,197.53,3.24,32.88,17,12,133.67,22.9,29,1310,0,74.59,3,0.11,8,14.59,maac
2003_1311,10.22,83.3,5.56,66.51,9.67,0,108.45,2003,19.11,1,38.15,0,249.0,0.81,33.73,2,25,189.8,20.33,27,1311,0,53.41,1,-25.15,1,17.85,southland
2003_1313,11.72,92.78,7.79,64.56,9.69,2,95.38,2003,18.9,4,42.34,0,280.93,4.1,30.52,14,15,207.47,22.72,29,1313,0,62.97,6,-2.6,8,17.14,meac
2003_1314,11.88,100.04,8.16,66.23,15.31,3,99.35,2003,17.25,3,42.8,1,103.24,4.69,34.72,17,15,56.07,23.06,32,1314,3,71.16,5,0.69,11,15.0,acc
2003_1317,12.04,94.74,6.23,71.03,12.81,1,108.93,2003,22.12,3,42.06,0,145.8,3.73,33.18,5,21,127.52,23.88,26,1317,0,69.04,4,-14.19,1,17.31,sun_belt
2003_1318,13.21,99.35,9.21,68.44,13.28,3,100.5,2003,22.17,4,42.39,0,231.36,2.9,31.82,14,15,168.0,21.97,29,1318,0,72.17,6,-1.16,7,15.24,aec
2003_1319,10.46,100.08,5.08,64.05,14.96,1,99.94,2003,19.81,4,45.49,0,225.62,2.96,38.69,13,13,166.46,24.92,26,1319,0,71.69,5,0.14,8,16.58,big_sky
2003_1320,8.11,101.1,4.96,67.9,13.93,0,105.86,2003,16.52,3,44.76,0,209.1,1.74,37.63,10,17,130.18,22.85,27,1320,0,65.15,7,-4.76,7,13.26,mvc
2003_1321,9.55,100.88,6.9,69.75,14.79,1,105.61,2003,17.69,1,42.89,0,199.17,2.79,31.54,12,17,60.71,20.17,29,1321,0,62.62,4,-4.74,10,12.86,big_ten
2003_1322,13.93,86.4,7.96,63.07,10.85,0,97.49,2003,21.81,3,39.33,0,277.0,3.89,27.03,6,21,178.71,22.44,27,1322,0,62.3,4,-11.09,3,18.63,southland
2003_1323,11.39,109.77,7.45,75.99,16.9,4,98.57,2003,16.23,4,44.87,3,114.09,5.65,38.07,22,9,36.33,26.87,31,1323,3,80.1,3,11.2,14,12.77,big_east
2003_1324,12.58,107.21,7.58,69.03,13.73,1,103.22,2003,18.54,4,45.32,0,257.4,3.27,33.53,15,11,152.73,23.58,26,1324,0,77.38,3,3.99,10,14.0,mid_cont
2003_1325,10.13,102.24,6.3,68.14,14.2,1,108.39,2003,19.07,5,45.47,0,176.64,2.53,36.26,14,16,106.69,23.37,30,1325,0,71.3,4,-6.15,8,15.23,mac
2003_1326,11.58,97.92,5.23,70.94,11.61,3,98.24,2003,18.26,3,41.05,0,136.41,1.94,34.24,17,14,36.93,23.0,31,1326,1,64.42,5,-0.32,11,13.87,big_ten
2003_1328,12.13,108.85,6.93,70.79,14.17,4,91.93,2003,18.6,5,44.69,1,96.88,3.77,39.37,24,6,18.17,24.97,30,1328,3,71.17,0,16.93,15,11.8,big_twelve
2003_1329,12.38,100.39,8.79,65.12,12.24,2,91.21,2003,20.14,5,44.49,2,109.4,5.59,37.5,20,9,36.89,24.07,29,1329,4,68.72,4,9.18,13,14.66,big_twelve
2003_1330,13.96,99.81,8.26,70.24,14.22,0,95.15,2003,18.33,4,40.22,0,207.67,2.78,31.92,12,15,135.2,23.85,27,1330,0,66.63,5,4.67,8,13.3,caa
2003_1331,12.0,107.83,5.3,74.59,15.37,1,100.03,2003,19.7,5,44.13,0,231.88,4.56,36.98,17,10,176.9,25.37,27,1331,0,76.19,5,7.8,11,14.41,mid_cont
2003_1332,11.38,108.61,8.03,77.61,17.47,4,98.39,2003,20.94,5,46.12,1,156.13,2.78,39.13,23,9,47.11,24.5,32,1332,2,82.22,4,10.21,14,15.22,pac_ten
2003_1333,11.26,96.31,5.3,68.41,13.37,0,99.77,2003,16.56,6,41.7,0,201.25,3.52,29.9,12,15,70.53,24.7,27,1333,0,67.48,3,-3.46,6,13.59,pac_ten
2003_1334,11.18,98.41,5.79,70.93,11.79,0,99.82,2003,19.71,3,41.41,0,205.25,2.71,32.53,12,16,158.06,23.25,28,1334,0,65.93,4,-1.41,9,13.5,big_west
2003_1335,9.33,109.64,7.19,70.22,14.85,2,92.07,2003,17.78,9,46.59,0,200.14,2.15,41.19,22,5,74.0,24.19,27,1335,0,70.19,0,17.57,11,13.0,ivy
2003_1336,11.54,92.21,5.89,73.56,11.43,0,107.38,2003,20.39,0,40.09,0,191.71,3.82,32.82,7,21,68.38,20.25,28,1336,1,63.07,2,-15.17,7,15.89,big_ten
2003_1337,10.86,107.82,6.82,72.39,13.5,3,107.73,2003,18.57,6,46.26,0,201.4,3.11,38.73,15,13,100.23,22.64,28,1337,0,78.39,3,0.09,6,13.0,wcc
2003_1338,11.3,109.46,8.07,63.6,17.77,3,86.74,2003,17.97,7,50.22,1,126.19,4.1,35.83,26,4,17.5,25.37,30,1338,2,74.6,0,22.71,16,15.1,big_east
2003_1339,8.26,96.25,7.26,72.98,13.78,0,103.04,2003,21.78,5,40.91,0,214.1,2.52,33.45,10,17,122.47,19.56,27,1339,0,67.63,7,-6.79,5,14.22,wcc
2003_1340,10.0,85.48,5.12,67.13,9.96,0,98.64,2003,20.2,0,39.5,0,215.5,2.68,32.77,4,21,155.71,22.36,25,1340,0,57.04,4,-13.16,4,18.04,big_sky
2003_1341,10.76,98.91,6.62,69.84,11.86,0,99.45,2003,19.66,7,43.8,0,281.0,1.52,31.51,17,12,147.0,26.55,29,1341,0,70.41,0,-0.54,10,14.66,swac
2003_1343,8.35,106.99,7.27,68.71,14.58,2,102.71,2003,17.92,7,46.38,0,230.93,1.69,34.19,15,11,118.18,20.31,26,1343,0,65.23,2,4.28,6,11.81,ivy
2003_1344,12.14,104.22,8.72,78.62,14.83,1,98.75,2003,17.38,3,43.17,0,107.75,5.72,33.92,16,13,78.77,22.62,29,1344,0,72.07,3,5.47,12,14.31,big_east
2003_1345,10.39,102.4,7.18,75.07,12.25,1,93.56,2003,19.82,3,43.66,0,102.28,2.93,32.95,18,10,53.8,23.46,28,1345,3,71.75,3,8.83,14,13.82,big_ten
2003_1346,11.79,102.91,7.64,68.28,16.68,2,101.0,2003,21.39,7,45.15,0,257.31,2.54,35.44,16,12,171.5,23.14,28,1346,0,74.32,1,1.91,7,15.5,nec
2003_1347,11.97,90.29,5.53,67.14,9.27,0,104.82,2003,19.53,4,37.0,0,243.3,3.3,33.04,10,20,206.6,23.2,30,1347,0,63.1,9,-14.53,6,14.33,big_south
2003_1348,15.38,99.08,8.24,66.86,13.24,1,98.45,2003,20.28,6,39.91,0,181.5,2.41,30.54,18,11,79.09,23.0,29,1348,0,70.66,2,0.63,11,13.72,a_ten
2003_1349,10.78,103.08,8.07,74.57,15.3,0,99.6,2003,20.48,6,46.08,0,201.65,3.22,38.76,17,10,74.9,23.52,27,1349,0,72.85,3,3.49,11,16.52,wac
2003_1350,11.14,100.84,6.61,70.19,13.04,0,95.91,2003,18.25,5,41.65,0,163.73,3.96,34.13,15,13,90.92,22.29,28,1350,2,65.71,5,4.93,10,12.25,a_ten
2003_1351,10.96,99.43,7.25,73.36,13.21,0,101.81,2003,18.0,4,41.79,0,196.75,3.46,30.17,12,16,156.19,22.82,28,1351,0,66.96,7,-2.37,8,13.39,maac
2003_1352,9.5,106.72,5.38,71.76,11.62,0,111.49,2003,18.42,4,46.86,0,270.44,2.12,37.55,9,17,205.35,21.04,26,1352,0,70.92,5,-4.77,5,13.54,nec
2003_1353,13.89,96.49,9.21,65.69,12.5,0,97.72,2003,20.96,2,39.51,1,162.33,5.25,33.27,12,16,59.94,22.36,28,1353,2,67.64,5,-1.24,10,13.64,big_east
2003_1354,12.97,99.85,8.0,69.9,10.27,3,97.96,2003,20.73,9,45.62,0,268.15,2.9,33.41,20,10,181.7,24.27,30,1354,0,72.8,0,1.89,8,19.47,meac
2003_1356,10.83,108.58,7.97,70.62,13.57,2,100.01,2003,19.33,8,47.29,0,174.17,3.2,38.53,24,6,77.33,22.47,30,1356,1,74.53,1,8.57,14,12.5,mvc
2003_1357,12.96,95.52,8.93,70.73,13.64,0,106.66,2003,19.82,3,41.46,0,272.0,2.21,33.79,7,21,187.14,20.46,28,1357,0,68.93,5,-11.14,4,15.39,nec
2003_1358,10.78,103.6,7.81,71.02,15.59,0,93.39,2003,19.59,7,45.52,0,225.57,5.59,35.86,21,6,168.0,25.96,27,1358,0,71.78,0,10.21,14,15.7,southland
2003_1359,6.07,101.42,4.67,72.58,15.81,0,103.89,2003,17.63,4,46.9,0,257.5,1.48,36.99,12,15,125.8,23.41,27,1359,0,63.07,1,-2.47,8,14.93,a_sun
2003_1360,11.54,102.85,5.39,65.81,16.39,0,98.31,2003,20.14,9,47.1,0,175.24,3.43,38.42,17,11,94.27,26.36,28,1360,0,74.68,1,4.54,8,18.18,wcc
2003_1361,12.96,106.09,6.44,68.07,14.22,0,104.63,2003,20.22,5,46.29,0,164.86,2.7,35.24,14,13,68.92,21.56,27,1361,1,71.96,5,1.46,9,14.89,mwc
2003_1362,10.61,106.28,5.39,71.46,13.93,1,105.29,2003,19.64,5,46.24,0,197.14,1.71,37.92,14,14,97.86,21.25,28,1362,1,69.46,1,0.98,8,13.43,wcc
2003_1363,12.46,94.29,6.81,62.8,12.69,0,107.06,2003,21.19,2,41.59,0,148.2,0.96,31.94,5,21,160.57,18.69,26,1363,0,64.35,4,-12.77,3,13.69,wac
2003_1364,9.06,105.25,5.81,74.01,12.81,2,97.14,2003,18.1,6,44.28,0,206.11,0.97,37.81,18,13,147.69,21.71,31,1364,0,64.65,4,8.12,10,12.39,big_west
2003_1365,11.81,97.12,5.52,67.98,11.96,0,103.9,2003,19.3,5,41.84,0,189.5,1.85,34.9,12,15,148.0,24.07,27,1365,0,64.22,7,-6.78,7,15.15,wcc
2003_1366,15.33,81.65,9.37,60.08,9.96,0,103.06,2003,25.74,1,37.24,0,319.0,3.26,26.83,3,24,207.5,21.93,27,1366,0,61.63,2,-21.42,2,19.48,ind
2003_1368,11.04,94.61,8.04,67.57,12.0,0,101.72,2003,21.2,3,39.71,0,243.78,1.32,29.67,9,16,152.94,20.2,25,1368,0,64.16,5,-7.11,6,13.68,southland
2003_1369,9.71,103.21,5.29,72.89,17.54,1,110.72,2003,17.61,3,45.47,0,213.22,2.0,40.45,9,19,159.95,21.86,28,1369,0,70.68,4,-7.5,5,13.46,ovc
2003_1371,12.38,98.56,7.41,69.14,13.31,1,95.81,2003,19.45,3,43.19,1,142.47,3.28,31.85,17,12,32.33,23.79,29,1371,2,67.9,2,2.75,13,14.83,big_east
2003_1372,10.33,106.99,8.74,71.84,12.3,0,97.25,2003,19.07,6,47.42,0,240.11,2.15,37.57,19,8,154.38,20.67,27,1372,0,70.44,1,9.74,13,13.33,southland
2003_1373,14.62,104.6,7.1,72.09,14.14,2,99.13,2003,20.79,8,43.28,0,198.95,3.28,35.71,19,10,135.1,24.97,29,1373,0,75.24,3,5.47,9,16.0,maac
2003_1374,12.97,101.03,7.8,71.06,12.9,2,100.82,2003,18.7,5,43.38,0,184.76,4.97,30.87,17,13,98.23,24.3,30,1374,0,72.83,7,0.21,10,15.8,wac
2003_1375,10.77,103.05,8.35,69.28,12.46,1,104.88,2003,18.5,3,43.39,0,195.17,1.08,35.79,12,14,112.79,19.81,26,1375,0,70.35,3,-1.83,8,12.77,sun_belt
2003_1376,10.96,96.88,8.36,68.28,13.86,0,99.78,2003,17.39,1,42.15,0,137.0,3.29,29.57,12,16,39.44,21.54,28,1376,0,65.68,2,-2.9,11,13.32,sec
2003_1378,12.71,97.98,8.54,63.77,15.61,1,97.85,2003,18.54,1,42.84,0,136.71,4.61,33.6,14,14,104.5,25.25,28,1378,0,67.93,7,0.13,12,15.14,cusa
2003_1379,12.93,94.82,6.34,68.7,13.14,2,99.95,2003,18.97,0,41.13,0,145.0,3.41,28.47,13,16,114.81,24.83,29,1379,0,66.86,7,-5.14,11,15.41,cusa
2003_1380,14.22,93.47,6.7,62.71,13.07,0,100.45,2003,18.56,1,40.93,0,301.14,4.19,28.92,7,20,247.2,23.85,27,1380,0,67.22,6,-6.98,6,15.59,swac
2003_1381,8.46,101.21,7.42,71.69,13.15,1,110.63,2003,20.38,2,46.49,0,255.67,3.0,38.21,9,17,171.24,21.0,26,1381,0,66.88,5,-9.42,6,15.0,mid_cont
2003_1382,12.85,107.67,8.15,75.93,15.44,2,106.22,2003,19.96,4,42.47,0,181.46,2.33,37.17,13,14,73.64,21.63,27,1382,0,79.48,4,1.45,7,12.41,a_ten
2003_1383,12.17,102.76,8.97,69.32,15.53,3,103.7,2003,22.1,2,45.96,0,238.57,3.83,35.68,14,16,209.88,21.6,30,1383,0,76.03,5,-0.94,9,17.7,nec
2003_1384,10.0,96.16,7.5,67.86,13.46,0,98.91,2003,17.71,5,43.51,0,265.64,2.32,35.91,14,14,183.86,22.21,28,1384,0,68.29,2,-2.75,9,15.54,nec
2003_1385,16.79,103.17,9.66,66.46,11.83,0,99.93,2003,19.86,6,40.56,0,145.94,4.41,31.76,16,13,54.46,21.03,29,1385,2,71.38,4,3.25,10,12.9,big_east
2003_1386,11.17,107.05,7.21,68.28,14.0,4,89.39,2003,18.76,8,44.55,0,143.65,5.55,36.75,23,6,83.5,24.14,29,1386,0,70.62,0,17.65,11,12.93,a_ten
2003_1387,8.66,100.16,6.07,66.27,12.31,2,99.11,2003,18.1,3,43.47,0,110.75,2.55,34.17,16,13,85.0,21.38,29,1387,2,61.0,5,1.05,11,11.07,cusa
2003_1388,9.59,97.87,6.38,70.98,11.41,3,95.72,2003,21.97,3,44.81,0,202.79,3.34,37.23,14,15,99.2,23.83,29,1388,0,66.31,4,2.15,8,16.9,wcc
2003_1389,14.31,100.07,8.1,70.96,12.83,1,106.32,2003,22.1,3,41.98,0,220.4,3.83,33.79,10,19,142.47,21.41,29,1389,0,73.52,5,-6.25,6,14.93,maac
2003_1390,13.74,105.37,5.52,67.55,14.65,2,97.08,2003,18.52,7,44.19,1,101.04,3.35,35.77,23,8,89.0,25.13,31,1390,3,72.26,3,8.29,14,14.32,pac_ten
2003_1391,14.62,97.03,10.85,74.67,11.5,1,109.86,2003,18.77,1,39.65,0,280.0,1.88,31.02,6,20,166.35,18.85,26,1391,0,71.38,2,-12.83,4,14.65,a_sun
2003_1392,11.15,96.47,6.81,68.65,12.38,0,101.0,2003,17.15,3,43.48,0,254.09,2.15,33.53,11,15,169.2,21.19,26,1392,0,64.27,6,-4.53,8,15.73,aec
2003_1393,14.31,109.8,8.31,69.34,14.97,1,96.78,2003,16.59,6,47.01,1,120.25,7.28,33.04,24,5,43.8,26.9,29,1393,4,80.1,1,13.02,17,13.62,big_east
2003_1394,12.46,99.57,7.69,73.34,13.19,1,104.98,2003,19.35,4,44.75,0,284.82,2.19,31.53,11,15,152.0,23.19,26,1394,0,75.08,2,-5.41,6,17.04,ind
2003_1395,13.11,101.32,6.93,68.13,14.39,0,107.55,2003,21.0,2,42.53,0,185.0,2.11,32.3,9,19,97.05,25.21,28,1395,0,76.64,5,-6.23,7,15.43,cusa
2003_1396,12.77,104.03,9.17,66.88,10.43,2,104.84,2003,16.47,5,40.72,0,146.47,3.53,33.15,15,15,61.87,21.3,30,1396,1,66.73,5,-0.8,8,10.03,a_ten
2003_1397,11.11,104.32,5.93,72.78,15.75,1,100.25,2003,17.64,5,45.65,1,136.88,3.29,37.15,17,11,37.55,24.46,28,1397,3,68.57,4,4.07,11,15.07,sec
2003_1398,10.8,93.1,8.44,66.67,13.2,0,118.61,2003,22.0,1,42.36,0,327.0,3.84,32.64,1,24,181.33,21.12,25,1398,0,72.2,0,-25.52,0,17.08,ovc
2003_1399,11.76,104.13,6.93,72.15,15.72,2,99.11,2003,20.21,5,47.76,0,216.41,3.48,36.7,17,12,102.92,24.69,29,1399,0,73.59,1,5.02,10,17.69,ovc
2003_1400,16.18,111.02,6.39,71.47,14.5,3,97.56,2003,20.36,5,44.85,3,96.82,3.86,34.89,22,6,23.0,26.14,28,1400,5,78.86,2,13.46,14,13.43,big_twelve
2003_1401,10.71,98.52,6.07,69.05,15.96,2,100.5,2003,19.75,2,42.71,0,145.36,2.11,36.28,14,14,68.07,25.86,28,1401,1,71.96,4,-1.99,10,14.89,big_twelve
2003_1402,11.15,102.58,9.3,70.68,14.26,0,98.99,2003,20.07,4,44.4,0,229.0,3.37,35.49,15,12,177.83,22.37,27,1402,0,71.56,5,3.6,11,16.56,southland
2003_1403,11.7,105.19,8.6,66.06,16.33,2,97.53,2003,16.53,6,46.71,1,125.06,2.5,32.17,18,12,36.25,22.9,30,1403,2,73.53,3,7.66,10,11.0,big_twelve
2003_1404,10.29,101.38,8.46,67.68,15.71,0,107.09,2003,20.42,5,45.67,0,230.9,2.71,33.21,10,14,129.43,21.71,24,1404,0,74.17,3,-5.72,5,15.38,ovc
2003_1405,11.03,102.25,7.31,66.42,13.17,1,102.57,2003,20.21,4,44.98,0,154.08,2.9,38.75,13,16,133.44,21.41,29,1405,0,70.14,8,-0.32,8,16.07,mac
2003_1406,9.64,83.97,5.79,70.88,13.39,0,106.2,2003,16.5,1,41.97,0,294.5,4.89,33.71,4,24,176.46,22.96,28,1406,0,56.82,2,-22.23,3,20.43,caa
2003_1407,15.07,108.26,9.53,68.77,15.07,4,96.78,2003,16.6,12,43.21,0,229.88,5.2,33.41,25,5,98.8,24.7,30,1407,0,79.37,0,11.48,9,13.73,a_sun
2003_1408,11.63,104.18,7.63,66.54,15.8,1,99.63,2003,17.2,2,46.74,0,197.2,3.23,36.38,15,15,77.87,23.37,30,1408,0,71.03,4,4.55,12,14.43,cusa
2003_1409,11.16,105.81,7.58,72.71,14.77,2,93.78,2003,17.32,6,46.27,0,161.55,5.0,36.27,22,9,123.11,25.81,31,1409,0,73.52,0,12.03,14,14.32,wac
2003_1410,12.96,90.0,6.73,59.38,12.12,0,102.58,2003,19.46,2,39.29,0,303.67,1.08,29.84,6,20,187.3,22.19,26,1410,0,61.0,2,-12.58,4,14.96,ind
